SKU,SAP PRODUCT DESC EN,SAP PRODUCT DESC FR,SKU STATUS,CATEGORY,SUB CATEGORY,CLASS,BRAND,DEVICE OEM,DEVICE,COLOUR,VENDOR,PART NUMBER,UPC,CURRENCY,ORIGINAL MSRP,CURRENT MSRP
NSMT1158,BELKIN ARMBAND SPORT FIT PLUS I6/6S PINK/GREY,BELKIN ARMBAND SPORTFIT PLUSI6/6SRSE/GRS,ZZ,01 - Cases,Specialty,Armband,Belkin,Apple,iPhone 6/6S,Grey,CESIUM TELCOM INC,F8W501BTC01,7.45884E+11,CAD,$0.00,$32.39
NSMT1159,BELKIN ARMBAND SPORT FIT PLUS I6/6S BLUE,BELKIN ARMBAND SPORT FIT PLUS I6/6S BLEU,ND,01 - Cases,Specialty,Armband,Belkin,Apple,iPhone 6/6S,Blue,CESIUM TELCOM INC,F8W632BTC00,7.45884E+11,CAD,$0.00,$32.39
NSMT1160,APPLE WATCH SPORT SP GRY BLK 38 MM,APPLE WATCH SPORT SP GRIS NOIR 38 MM,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple Watch,Apple Watch Series S,Black,APPLE CANADA,MJ2X2VC/A,8.88462E+11,CAD,$449.00,$349.99
NSMT1161,APPLE WATCH SPORT SP GRY BLK 42 MM,APPLE WATCH SPORT SP GRIS NOIR 42 MM,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple Watch,Apple Watch Series S,Black,APPLE CANADA,MJ3T2VC/A,8.88462E+11,CAD,$519.00,$419.99
NSMT1161SEED,APPLE WATCH SPORT SP GRY BLK 42 MM SEED,APPLE WATCH SPORT SP GRY BLK 42 MM SEED,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple Watch,Apple Watch Series S,,N/A,0,0,CAD,$0.00,$0.00
NSMT1161SEED ,APPLE WATCH SPORT SP GRY BLK 42 MM SEED,APPLE WATCH SPORT SP GRIS NOIR 42mm SEED,VB,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple Watch,Apple Watch Series S,Black,APPLE CANADA,0,,CAD,$0.00,$0.00
NSMT1162,APPLE WATCH SPORT WHITE 38 MM,APPLE WATCH SPORT BLANC 38 MM,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple Watch,Apple Watch Series S,,APPLE CANADA,MJ2T2VC/A,8.88462E+11,CAD,$449.00,$349.99
NSMT1163,APPLE WATCH SPORT WHITE 42 MM,APPLE WATCH SPORT BLANC 42 MM,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple Watch,Apple Watch Series S,,APPLE CANADA,MJ3N2VC/A,8.88462E+11,CAD,$519.00,$419.99
NSMT1164,APPLE WATCH SPORT RS GD LAV 38 MM,APPLE WATCH SPORT RS GD VIOLET 38 MM,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple Watch,Apple Watch Series S,,APPLE CANADA,MLCH2VC/A,8.88463E+11,CAD,$449.00,$349.99
NSMT1165,APPLE WATCH SPORT RS GD STONE 42 MM,APPLE WATCH SPORT RS GD BLANC 42 MM,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple Watch,Apple Watch Series S,,APPLE CANADA,MLC62VC/A,8.88463E+11,CAD,$519.00,$419.99
NSMT1166,APPLE WATCH SPORT GD WHITE 38 MM,APPLE WATCH SPORT GD BLANC 38 MM,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple Watch,Apple Watch Series S,,APPLE CANADA,MLCJ2VC/A,8.88463E+11,CAD,$449.00,$349.99
NSMT1167,APPLE WATCH SPORT GD BLUE 42 MM,APPLE WATCH SPORT GD BLEU 42 MM,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple Watch,Apple Watch Series S,Blue,APPLE CANADA,MLC72VC/A,8.88463E+11,CAD,$519.00,$419.99
NSMT1168,APPLE WATCH SS RED SPORT 38 MM,APPLE WATCH SS ROUGE SPORT 38 MM,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple Watch,Apple Watch Series S,Red,APPLE CANADA,MLLD2VC/A,8.88463E+11,CAD,$699.00,$649.99
NSMT1169,APPLE WATCH SS RED SPORT 42 MM,APPLE WATCH ROUGE SPORT 42 MM,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple Watch,Apple Watch Series S,Red,APPLE CANADA,MLLE2VC/A,8.88463E+11,CAD,$779.00,$729.99
NSMT1170,APPLE WATCH SS WHITE SPORT 38 MM,APPLE WATCH SS BLANC SPORT 38 MM,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple Watch,Apple Watch Series S,,APPLE CANADA,MJ302VC/A,8.88462E+11,CAD,$699.00,$649.99
NSMT1171,APPLE WATCH SS WHITE SPORT 42 MM,APPLE WATCH SS BLANC SPORT 42 MM,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple Watch,Apple Watch Series S,,APPLE CANADA,MJ3V2VC/A,8.88462E+11,CAD,$779.00,$729.99
NSMT1172,APPLE WATCH SS BLACK SPORT 38 MM,APPLE WATCH SS NOIR SPORT 38 MM,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple Watch,Apple Watch Series S,Black,APPLE CANADA,MLCK2VC/A,8.88463E+11,CAD,$699.00,$649.99
NSMT1173,APPLE WATCH SS BLACK SPORT 42 MM,APPLE WATCH SS NOIR SPORT 42 MM,ND,07 - Other,Smart Watch,Conn Smart Watch,Apple,Apple Watch,Apple Watch Series S,Black,APPLE CANADA,MLC82VC/A,8.88463E+11,CAD,$779.00,$729.99
NSMT1180,APPLE WATCH SPORT BAND WHITE 38 MM SM/ML,APPLE WATCH SPORT BAND BLANC 38 MM SM/ML,ND,07 - Other,Smart Watch,Accessory,Apple,Apple Watch,Watch Band,White,APPLE CANADA,MJ4E2ZM/A,8.88462E+11,CAD,$0.00,$49.99
NSMT1181,APPLE WATCH SPORT BAND ROSE 38 MM SM/ML,APPLE WATCH SPORT BAND ROSE 38 MM SM/ML,ND,07 - Other,Smart Watch,Accessory,Apple,Apple Watch,Watch Band,Rose,APPLE CANADA,MLDG2ZM/A,8.88463E+11,CAD,$0.00,$49.99
NSMT1182,APPLE WATCH SPORT BAND BLUE 42 MM SM/ML,APPLE WATCH SPORT BAND BLEU 38 MM SM/ML,ND,07 - Other,Smart Watch,Accessory,Apple,Apple Watch,Watch Band,Blue,APPLE CANADA,MLL02ZM/A,8.88463E+11,CAD,$0.00,$49.99
NSMT1183,APPLE WATCH SPORT BAND BLK 42 MM SM/ML,APPLE WATCH SPORT BAND NOIR 42 MM SM/ML,ND,07 - Other,Smart Watch,Accessory,Apple,Apple Watch,Watch Band,Black,APPLE CANADA,MJ4N2ZM/A,8.88462E+11,CAD,$0.00,$49.99
NSMT1184,FITBIT BLAZE LARGE BLACK/SILVER,Fitbit Blaze Grand Noir/Argent,ND,06 - Health & Fitness,Fitness,Smartwatch,Fitbit,Universal,Blaze Device,Black/Silver,MICROCEL TECHNICAL SERVICES,FB502SBKL-CAN,8.10351E+11,CAD,$249.99,$129.99
NSMT1184DIS,FITBIT BLAZE  LARGE BLACK/SILVER DISPL,Fitbit Blaze Grand Noir/Argent Display,ZZ,06 - Health & Fitness,Fitness,Smartwatch,Fitbit,Universal,Blaze Device,Black/Silver,MICROCEL TECHNICAL SERVICES,FB502SBKL-CAN,6.29018E+11,CAD,$0.00,$0.00
NSMT1185,FITBIT BLAZE SMALL BLACK/SILVER,Fitbit Blaze Petit Noir/Argent,ND,06 - Health & Fitness,Fitness,Smartwatch,Fitbit,Universal,Blaze Device,Black/Silver,MICROCEL TECHNICAL SERVICES,FB502SBKS-CAN,8.10351E+11,CAD,$249.99,$129.99
NSMT1186,FITBIT BLAZE LARGE BLUE/SILVER,Fitbit Blaze Grand Bleu/Argent,ND,06 - Health & Fitness,Fitness,Smartwatch,Fitbit,Universal,Blaze Device,Blue/Silver,MICROCEL TECHNICAL SERVICES,FB502SBUL-CAN,8.10351E+11,CAD,$249.99,$199.99
NSMT1187,FITBIT BLAZE SMALL BLUE/SILVER,Fitbit Blaze Petit Bleu/Argent,ND,06 - Health & Fitness,Fitness,Smartwatch,Fitbit,Universal,Blaze Device,Blue/Silver,MICROCEL TECHNICAL SERVICES,FB502SBUS-CAN,8.10351E+11,CAD,$249.99,$199.99
NSMT1188,FITBIT BLAZE LARGE PLUM/SILVER,Fitbit Blaze Grand Plum/Argent,ND,06 - Health & Fitness,Fitness,Smartwatch,Fitbit,Universal,Blaze Device,Plum/Silver,MICROCEL TECHNICAL SERVICES,FB502SPML-CAN,8.10351E+11,CAD,$249.99,$169.99
NSMT1189,FITBIT BLAZE SMALL PLUM/SILVER,Fitbit Blaze Petit Plum/Argent,ND,06 - Health & Fitness,Fitness,Smartwatch,Fitbit,Universal,Blaze Device,Plum/Silver,MICROCEL TECHNICAL SERVICES,FB502SPMS-CAN,8.10351E+11,CAD,$249.99,$169.99
NSMT1190,FITBIT BLAZE LEATHER BAND CAMEL LARGE,Fitbit Blaze Sange Cuir Chameau Grand,ND,06 - Health & Fitness,Fitness,Smartwatch,Fitbit,Universal,Blaze Accessories,,MICROCEL TECHNICAL SERVICES,FB159LBCML,8.10351E+11,CAD,$139.99,$109.99
NSMT1191,FITBIT BLAZE CLASSIC BAND BLUE LARGE,Fitbit Blaze Band Classic Bleu Grand,ND,06 - Health & Fitness,Fitness,Smartwatch,Fitbit,Universal,Blaze Accessories,Blue,MICROCEL TECHNICAL SERVICES,FB159ABBUL,8.10351E+11,CAD,$39.99,$29.99
NSMT1192,FITBIT BLAZE METAL BAND ONE SIZE,Fitbit Blaze Band Metal un taille,ND,06 - Health & Fitness,Fitness,Smartwatch,Fitbit,Universal,Blaze Accessories,,MICROCEL TECHNICAL SERVICES,FB159MLSRS,8.10351E+11,CAD,$179.99,$169.99
NSMT1193,FITBIT ALTA BLACK LARGE,Fitbit Alta Noir Grand,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Alta Device,Black,MICROCEL TECHNICAL SERVICES,FB406BKL-CAN,8.10351E+11,CAD,$169.99,$109.99
NSMT1193DIS,FITBIT ALTA BLACK LARGE DISPLAY,Fitbit Alta Noir Grand DISPLAY,ZZ,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Alta Device,Black,MICROCEL TECHNICAL SERVICES,FB406BKL-CAN,6.29018E+11,CAD,$0.00,$0.00
NSMT1194,FITBIT ALTA BLACK SMALL,Fitbit Alta Noir Petit,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Alta Device,Black,MICROCEL TECHNICAL SERVICES,FB406BKS-CAN,8.10351E+11,CAD,$169.99,$109.99
NSMT1195,FITBIT ALTA PLUM LARGE,Fitbit Alta Prune Grand,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Alta Device,Plum,MICROCEL TECHNICAL SERVICES,FB406PML-CAN,8.10351E+11,CAD,$169.99,$109.99
NSMT1196,FITBIT ALTA PLUM SMALL,Fitbit Alta Prune Petit,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Alta Device,Plum,MICROCEL TECHNICAL SERVICES,FB406PMS-CAN,8.10351E+11,CAD,$169.99,$109.99
NSMT1197,FITBIT ALTA LEATHER BAND GRAPHITE LARGE,Fitbit Alta Bande en Cuir Gris Grand,ND,06 - Health & Fitness,Fitness Accessory,Band,Fitbit,Universal,Alta Accessories,Grey,MICROCEL TECHNICAL SERVICES,FB158LBGPL,8.10351E+11,CAD,$79.99,$79.99
NSMT1198,FITBIT ALTA LEATHER BAND GRAPHITE SMALL,Fitbit Alta Bande en Cuir Gris Petit,ND,06 - Health & Fitness,Fitness Accessory,Band,Fitbit,Universal,Alta Accessories,Grey,MICROCEL TECHNICAL SERVICES,FB158LBGPS,8.10351E+11,CAD,$79.99,$79.99
NSMT1199,FITBIT ALTA LEATHER BAND PINK LARGE,Fitbit Alta Bande en Cuir Rose Grand,ND,06 - Health & Fitness,Fitness Accessory,Band,Fitbit,Universal,Alta Accessories,Pink,MICROCEL TECHNICAL SERVICES,FB158LBBPL,8.10351E+11,CAD,$79.99,$39.99
NSMT1200,FITBIT ALTA LEATHER BAND PINK SMALL,Fitbit Alta Bande en Cuir Rose Petit,ND,06 - Health & Fitness,Fitness Accessory,Band,Fitbit,Universal,Alta Accessories,Pink,MICROCEL TECHNICAL SERVICES,FB158LBBPS,8.10351E+11,CAD,$79.99,$39.99
NSMT1201,SAMSUNG GEAR FIT 2 BLACK,Samsung Gear Fit 2 Noir,ND,06 - Health & Fitness,Fitness,Tracker,Samsung,Universal,Universal,Dark Grey,SAMSUNG ELECTRONICS CANADA,SM-R3600DAAXAC ,8.87276E+11,CAD,$249.99,$229.99
NSMT1201GWP,SAMSUNG GEAR FIT 2 BLACK GWP,Samsung Gear Fit 2 Noir GWP,ND,06 - Health & Fitness,Fitness,Tracker,Samsung,Samsung,Samsung,Dark Grey,SAMSUNG ELECTRONICS CANADA,SM-R3600DAAXAC,6.29018E+11,CAD, - , - 
NSMT1202,WITHINGS BODY BLACK,Withings Body Noir,ND,06 - Health & Fitness,Fitness,Health & Wellness,Withings,Universal,Universal,,WITHINGS INC.,WBS05 Black,6.29018E+11,USD,$229.99,$83.99
NSMT1202B,WITHINGS BODY BLACK BULK,Withings Body Noir bulk,ND,06 - Health & Fitness,Fitness,Health & Wellness,Withings,Universal,Universal,,WITHINGS INC.,WBS05 Black,,USD,$0.00,$0.00
NSMT1203,WITHINGS BODY WHITE,Withings Body Blanc,ND,06 - Health & Fitness,Fitness,Health & Wellness,Withings,Universal,Universal,,WITHINGS INC.,WBS05 White,6.29018E+11,USD,$229.99,$83.99
NSMT1203B,WITHINGS BODY WHITE BULK,Withings Body Blanc bulk,ND,06 - Health & Fitness,Fitness,Health & Wellness,Withings,Universal,Universal,,WITHINGS INC.,WBS05 White,,USD,$0.00,$0.00
NSMT1204,WITHINGS THERMO,Withings Thermo,ND,06 - Health & Fitness,Fitness,Health & Wellness,Withings,Universal,Universal,,WITHINGS INC.,SCT01,6.29018E+11,USD,$219.99,$42.00
NSMT1204B,WITHINGS THERMO BULK,Withings Thermo bulk,ND,06 - Health & Fitness,Fitness,Health & Wellness,Withings,Universal,Universal,,WITHINGS INC.,SCT01,,USD,$0.00,$0.00
NSMT1205,WITHINGS ACTIVITÉ STEEL BLACK,Withings Activité Steel Noir,ND,06 - Health & Fitness,Fitness,Smartwatch,Withings,Universal,Universal,,WITHINGS INC.,HWA01 Steel-Black,6.29018E+11,USD,$219.99,$104.99
NSMT1205B,WITHINGS ACTIVITÉ STEEL BLACK BULK,Withings Activité Steel Noir bulk,ND,06 - Health & Fitness,Fitness,Smartwatch,Withings,Universal,Universal,,WITHINGS INC.,HWA01 Steel-Black,,USD,$0.00,$0.00
NSMT1206,WITHINGS ACTIVITÉ STEEL WHITE/BLACK,Withings Activité Steel Blanc/Noir,ND,06 - Health & Fitness,Fitness,Smartwatch,Withings,Universal,Universal,,WITHINGS INC.,HWA01 Steel-Black&White,6.29018E+11,USD,$219.99,$52.50
NSMT1206B,WITHINGS ACTIVITÉ STEEL WHITE/BLACK BULK,Withings Activité Steel Blanc/Noir bulk,ND,06 - Health & Fitness,Fitness,Smartwatch,Withings,Universal,Universal,,WITHINGS INC.,HWA01 Steel-Black&White,,USD,$0.00,$0.00
NSMT1207,WITHINGS GO BLACK,Withings Go Noir,ND,06 - Health & Fitness,Fitness,Tracker,Withings,Universal,Universal,,WITHINGS INC.,WAM02 Black,6.29018E+11,USD,$89.99,$41.99
NSMT1207B,WITHINGS GO BLACK BULK,Withings Go Noir bulk,ND,06 - Health & Fitness,Fitness,Tracker,Withings,Universal,Universal,,WITHINGS INC.,WAM02 Black,,USD,$0.00,$0.00
NSMT1208,WITHINGS GO RED,Withings Go Rouge,ND,06 - Health & Fitness,Fitness,Tracker,Withings,Universal,Universal,,WITHINGS INC.,WAM02 Red,6.29018E+11,USD,$89.99,$41.99
NSMT1208B,WITHINGS GO RED BULK,Withings Go Rouge bulk,ND,06 - Health & Fitness,Fitness,Tracker,Withings,Universal,Universal,,WITHINGS INC.,WAM02 Red,,USD,$0.00,$0.00
NSMT1209,WITHINGS GO YELLOW,Withings Go Jaune,ND,06 - Health & Fitness,Fitness,Tracker,Withings,Universal,Universal,,WITHINGS INC.,WAM02 Yellow,6.29018E+11,USD,$89.99,$41.99
NSMT1209B,WITHINGS GO YELLOW BULK,Withings Go Jaune bulk,ND,06 - Health & Fitness,Fitness,Tracker,Withings,Universal,Universal,,WITHINGS INC.,WAM02 Yellow,,USD,$0.00,$0.00
NSMT1210,WITHINGS GO GREEN,Withings Go Vert,ND,06 - Health & Fitness,Fitness,Tracker,Withings,Universal,Universal,,WITHINGS INC.,WAM02 Green,6.29018E+11,USD,$89.99,$41.99
NSMT1210B,WITHINGS GO GREEN BULK,Withings Go Vert bulk,ND,06 - Health & Fitness,Fitness,Tracker,Withings,Universal,Universal,,WITHINGS INC.,WAM02 Green,,USD,$0.00,$0.00
NSMT1211,WITHINGS GO BLUE,Withings Go Bleu,ND,06 - Health & Fitness,Fitness,Tracker,Withings,Universal,Universal,,WITHINGS INC.,WAM02 Blue,6.29018E+11,USD,$89.99,$41.99
NSMT1211B,WITHINGS GO BLUE BULK,Withings Go Bleu bulk,ND,06 - Health & Fitness,Fitness,Tracker,Withings,Universal,Universal,,WITHINGS INC.,WAM02 Blue,,USD,$0.00,$0.00
NSMT1212,BELLABEAT SILVER LEAF FITNESS TRACKER,Bellabeat Argent tracquer activite,ND,06 - Health & Fitness,Fitness,Tracker,Bellabeat,Universal,Universal,Silver Leaf,DREAMTEAM,Leaf-RP-WA-01,8.63553E+11,CAD,$159.99,$159.99
NSMT1213,BELLABEAT ROSEGOLD LEAF FITNESS TRACKER,Bellabeat Rose Dore tracquer activite,ND,06 - Health & Fitness,Fitness,Tracker,Bellabeat,Universal,Universal,Rose Gold,DREAMTEAM,Leaf-RP-BR-HT,8.53859E+11,CAD,$199.99,$169.99
NSMT1214,TANGRAM CONNECTED JUMP ROPE CHROME/SMALL,Tangram Cordedesaute connecte chrme/peti,ND,06 - Health & Fitness,Fitness Accessory,Other,Tangram,Universal,Universal,Chrome,TANGRAM,8.80931E+12,6.29018E+11,CAD,$99.99,$49.99
NSMT1214B,TANGRAM JUMP ROPE CHROME/SMALL BULK,Tangram Cordedesaute chrme/peti bulk,ND,06 - Health & Fitness,Fitness Accessory,Other,Tangram,Universal,Universal,Chrome,TANGRAM,8.80931E+12,,CAD,$99.99,$99.99
NSMT1215,TANGRAM CONNECTED JUMPROPE CHROME/MEDIUM,Tangram Cordedesaute connecte chrme/MOYN,ND,06 - Health & Fitness,Fitness Accessory,Other,Tangram,Universal,Universal,Chrome,TANGRAM,8.80931E+12,6.29018E+11,CAD,$99.99,$49.99
NSMT1215B,TANGRAM JUMPROPE CHROME/MEDIUM BULK,Tangram Cordedesaute chrme/MOYN bulk,ND,06 - Health & Fitness,Fitness Accessory,Other,Tangram,Universal,Universal,Chrome,TANGRAM,8.80931E+12,,CAD,$99.99,$99.99
NSMT1216,TANGRAM CONNECTED JUMP ROPE CHROME/LARGE,Tangram Cordedesaute connecte chrme/GRND,ND,06 - Health & Fitness,Fitness Accessory,Other,Tangram,Universal,Universal,Chrome,TANGRAM,8.80931E+12,6.29018E+11,CAD,$99.99,$49.99
NSMT1216B,TANGRAM JUMP ROPE CHROME/LARGE BULK,Tangram Cordedesaute chrme/GRND bulk,ND,06 - Health & Fitness,Fitness Accessory,Other,Tangram,Universal,Universal,Chrome,TANGRAM,8.80931E+12,,CAD,$99.99,$99.99
NSMT1217,TANGRAM RUBBER SOFTGRIP HANDLE BLUE,Tangram Grippe Bleu,ZZ,06 - Health & Fitness,Fitness Accessory,Other,Tangram,Universal,Universal,Blue,TANGRAM,8.80931E+12,6.29018E+11,CAD,$12.99,$9.99
NSMT1217B,TANGRAM SOFTGRIP HANDLE BLUE BULK,Tangram Grippe Bleu bulk,ND,06 - Health & Fitness,Fitness Accessory,Other,Tangram,Universal,Universal,Blue,TANGRAM,8.80931E+12,,CAD,$12.99,$12.99
NSMT1218,TANGRAM RUBBER HANDLE SOFTGRIP ORANGE,Tangram Grippe Orange,ND,06 - Health & Fitness,Fitness Accessory,Other,Tangram,Universal,Universal,Orange,TANGRAM,8.80931E+12,6.29018E+11,CAD,$12.99,$9.99
NSMT1218B,TANGRAM HANDLE SOFTGRIP ORANGE BULK,Tangram Grippe Orange bulk,ND,06 - Health & Fitness,Fitness Accessory,Other,Tangram,Universal,Universal,Orange,TANGRAM,8.80931E+12,,CAD,$12.99,$12.99
NSMT1219,GARMIN VIVOSMART HR - ACTIVITY/SLP BLACK,Garmin vivosmart HR - Noir,ND,06 - Health & Fitness,Fitness,Tracker,Garmin,Universal,Universal,Black,GARMIN,010-01955-00,7.53759E+11,CAD,$179.99,$89.99
NSMT1219DIS,GARMIN VIVOSMARTHR-ACTVTYSLP BLK DISPLAY,Garmin vivosmart HR - Noir Display,ND,06 - Health & Fitness,Fitness,Tracker,Garmin,Universal,Universal,,LIBRATEL,M08-01955-00,6.29E+11,CAD,$0.00,$0.00
NSMT1220,GARMIN VIVOSMART HR - ACTIVITY/SLP PRPLE,Garmin vivosmart HR - Violet,ND,06 - Health & Fitness,Fitness,Tracker,Garmin,Universal,Universal,Purple,GARMIN,010-01955-01,7.53759E+11,CAD,$179.99,$89.99
NSMT1221,GARMIN VIVOSMART HR - ACTIVITY/SLP BLUE,Garmin vivosmart HR - Bleu,ND,06 - Health & Fitness,Fitness,Tracker,Garmin,Universal,Universal,Blue,GARMIN,010-01955-02,7.53759E+11,CAD,$179.99,$89.99
NSMT1222,GARMIN VIVOMOVE SPORT ACTVTY TRCKR BLK,Garmin vivomove Sport Noir,ND,06 - Health & Fitness,Fitness,Tracker,Garmin,Universal,Universal,Black,GARMIN,010-01597-02,7.53759E+11,CAD,$199.99,$114.99
NSMT1223,GARMIN VIVOMOVE SPORT ACTVTY TRCKR WHITE,Garmin vivomove Sport Actvty Blanc,ND,06 - Health & Fitness,Fitness,Tracker,Garmin,Universal,Universal,White,GARMIN,010-01597-03,7.53759E+11,CAD,$199.99,$114.99
NSMT1224,GARMIN VIVOMOVE CLASSIC BLK W/LTHRBAND,Garmin vivomove Classic Noir bandeencuir,ND,06 - Health & Fitness,Fitness,Tracker,Garmin,Universal,Universal,Black,GARMIN,010-01597-12,7.53759E+11,CAD,$269.99,$269.99
NSMT1225,GARMIN VIVOMOVE CLASSIC RSGLD W/LTHRBAND,Garmin vivomove Classic RsDor bnd encuir,ND,06 - Health & Fitness,Fitness,Tracker,Garmin,Universal,Universal,Rose Gold,GARMIN,010-01597-13 ,7.53759E+11,CAD,$269.99,$269.99
NSMT1226,GARMIN VIVOMOVE PREMIUM STNLSSTL LTHRBND,Garmin vivomove Premium StnlsStl bnde,ND,06 - Health & Fitness,Fitness,Tracker,Garmin,Universal,Universal,Stainless Steel,GARMIN,010-01597-22 ,7.53759E+11,CAD,$399.99,$399.99
NSMT1227,GARMIN VIVOMOVE PREM GLDTONESTL LTHRBND,Garmin vivomove Premium Rs StnlsStl bnde,ND,06 - Health & Fitness,Fitness,Tracker,Garmin,Universal,Universal,Gold Tone,GARMIN,010-01597-23 ,7.53759E+11,CAD,$399.99,$399.99
NSMT1228,GARMIN VIVOFIT 3 ACTVTY TRACKER BLK REG,Garmin vivofit 3 Sport Actvty Noir,ND,06 - Health & Fitness,Fitness,Tracker,Garmin,Universal,Universal,Black,LIBRATEL,010-01608-06,7.53759E+11,CAD,$139.99,$59.99
NSMT1229,GARMIN VIVOFIT 3 ACTVTYTRACKER BLK LARGE,Garmin vivofit 3 SportActvty Noir grand,ND,06 - Health & Fitness,Fitness,Tracker,Garmin,Universal,Universal,Black,LIBRATEL,010-01608-08,7.53759E+11,CAD,$139.99,$59.99
NSMT1230,GARMIN VIVOFIT 3 ACTVTY TRACKER WHT REG,Garmin vivofit 3 SportActvty blanc,ND,06 - Health & Fitness,Fitness,Tracker,Garmin,Universal,Universal,White,LIBRATEL,010-01608-07,7.53759E+11,CAD,$139.99,$59.99
NSMT1231,GARMIN VIVOSMART HR -ACT/SLP BLCK LARGE,Garmin vivosmart HR -Act/Slp Noir grand,ND,06 - Health & Fitness,Fitness,Tracker,Garmin,Universal,Universal,Black,LIBRATEL,010-01955-03,7.53759E+11,CAD,$179.99,$89.99
NSMT1232,THERMOS710MLSMARTLID HYDRATIONBTTLE SMKE,Thermos710ml Bouteille Intelligent Gris,ND,06 - Health & Fitness,Fitness Accessory,Other,Thermos,Universal,Universal,,N/A,SP4005SMBI4,41205690771,CAD,$89.99,$59.99
NSMT1233,THERMOS710MLSMARTLID HYDRATIONBTTLE TEAL,Thermos710ml BouteilleIntlgnt Sarcelle,ND,06 - Health & Fitness,Fitness Accessory,Other,Thermos,Universal,Universal,,N/A,SP4005TLBI4,41205690764,CAD,$89.99,$59.99
NSMT1235,FITBIT FLEX 2 ACTVTY TRCKER BLACK,Fitbit Flex 2 tracquer dactivite noir,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Flex 2 Device,,MICROCEL TECHNICAL SERVICES,FB403BK-CAN,8.16137E+11,CAD,$129.99,$59.99
NSMT1235DIS,FITBIT FLEX 2 ACTVTY TRACKR BLK DISPLAY,Fitbit Alta HR Noir Grand Dummy,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Flex 2 Device,,MICROCEL TECHNICAL SERVICES,FB408SBKL-CAN,6.29E+11,CAD,$0.00,$0.00
NSMT1236,FITBIT FLEX 2 ACTVTY TRCKER LAVENDER,Fitbit Flex 2 tracquer dactivite lavande,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Flex 2 Device,,MICROCEL TECHNICAL SERVICES,FB403LV-CAN,8.16137E+11,CAD,$129.99,$59.99
NSMT1236DIS,FITBIT FLEX2 ACTVTY TRCKR LAVNDR DISPLAY,Fitbit Flex2 traqer dactvte noir display,ND,06 - Health & Fitness,Fitness,Tracker,Fitbit,Universal,Flex 2 Device,,MICROCEL TECHNICAL SERVICES,FB403BK-CAN,6.29E+11,CAD,$0.00,$0.00
NSMT1237,FITBIT FLEX 2 METAL BANGLE GOLD SMALL,Fitbit Flex 2 Bangle Metallic Dore Petit,ND,06 - Health & Fitness,Fitness Accessory,Band,Fitbit,Universal,Flex 2 Accessories,,MICROCEL TECHNICAL SERVICES,FB161MBGDS,8.16137E+11,CAD,$129.99,$129.99
NSMT1238,FITBIT FLEX 2 METALBANGLE ROSEGOLD SMALL,Fitbit Flex 2 BangleMtallic RseDre Petit,ND,06 - Health & Fitness,Fitness Accessory,Band,Fitbit,Universal,Flex 2 Accessories,,MICROCEL TECHNICAL SERVICES,FB161MBRGS,8.16137E+11,CAD,$129.99,$129.99
NSMT1239,FITBIT FLEX 2 METAL BANGLE SILVER SMALL,Fitbit Flex 2 Bangle MetallicArgnt Petit,ND,06 - Health & Fitness,Fitness Accessory,Band,Fitbit,Universal,Flex 2 Accessories,,MICROCEL TECHNICAL SERVICES,FB161MBSRS,8.16137E+11,CAD,$119.99,$69.99
NSMT1240,FITBIT FLEX 2 METAL PENDANT GOLD SMALL,Fitbit Flex 2 Pendantmetallic dore petit,ND,06 - Health & Fitness,Fitness Accessory,Band,Fitbit,Universal,Flex 2 Accessories,,MICROCEL TECHNICAL SERVICES,FB161ALGD,8.16137E+11,CAD,$129.99,$129.99
NSMT1241,FITBIT FLEX 2 METAL PENDANT SILVER SMALL,FitbitFlex2 Pendantmetallic Argent petit,ND,06 - Health & Fitness,Fitness Accessory,Band,Fitbit,Universal,Flex 2 Accessories,,MICROCEL TECHNICAL SERVICES,FB161ALSR,8.16137E+11,CAD,$99.99,$69.99
